order_id,order_date,product_id,product_category,price,discount_percent,quantity_sold,customer_region,payment_method,rating,review_count,discounted_price,total_revenue
15792,2022-04-09,2634,Electronics,976.62,20,8,Asia,Credit Card,1.6,666,781.3,6250.37
15793,2023-02-01,8830,Home & Garden,273.46,20,9,Middle East,Credit Card,1.5,1234,218.77,1968.91
15794,2022-05-12,3997,Fashion,17.03,5,3,Europe,Credit Card,3.3,344,16.18,48.54
15795,2022-11-22,1686,Books,886.22,30,8,Europe,Cash,1.3,1961,620.35,4962.83
15796,2022-05-17,6529,Home & Garden,914.83,25,1,Europe,Debit Card,3.4,404,686.12,686.12
15797,2023-02-14,2759,Fashion,746.97,15,3,Europe,Credit Card,3.2,659,634.92,1904.77
15798,2022-12-01,8023,Electronics,940.16,10,9,Middle East,Credit Card,3.4,556,846.14,7615.3
15799,2022-10-17,7208,Home & Garden,273.01,15,3,Asia,PayPal,4.7,817,232.06,696.18
15800,2023-11-22,8234,Fashion,648.85,25,4,Europe,Debit Card,4.8,647,486.64,1946.55
15801,2023-03-11,3480,Books,744.93,15,9,Europe,Debit Card,1.9,197,633.19,5698.71
15802,2023-09-04,8476,Home & Garden,973.87,0,7,Middle East,Cash,2.9,1357,973.87,6817.09
15803,2023-02-08,8770,Beauty,899.16,15,2,North America,Wallet,3.8,196,764.29,1528.57
15804,2023-07-01,1114,Beauty,68.47,15,7,Europe,Credit Card,2.9,1378,58.2,407.4
15805,2022-03-15,1568,Electronics,345.66,10,7,North America,UPI,3.2,821,311.09,2177.66
15806,2022-12-22,8951,Books,618.97,5,2,Europe,PayPal,3.5,877,588.02,1176.04
15807,2023-05-16,3689,Beauty,856.83,20,3,Asia,UPI,4.4,1210,685.46,2056.39
15808,2023-11-17,5590,Beauty,286.86,20,8,Asia,UPI,2.2,770,229.49,1835.9
15809,2023-08-24,4340,Beauty,17.97,0,5,Europe,Credit Card,3.9,177,17.97,89.85
15810,2022-01-28,3988,Sports,195.09,20,7,Asia,Wallet,2.1,265,156.07,1092.5
15811,2022-08-16,4151,Beauty,431.09,15,2,Europe,Cash,2.7,369,366.43,732.85
15812,2023-09-16,4015,Sports,70.54,10,3,Asia,UPI,4.5,710,63.49,190.46
15813,2022-07-02,7345,Fashion,51.9,25,7,Asia,Debit Card,4.2,1716,38.92,272.47
15814,2022-08-29,4574,Electronics,407.6,15,9,Europe,UPI,1.6,186,346.46,3118.14
15815,2023-01-13,8838,Electronics,651.4,25,5,Asia,Debit Card,3.8,1172,488.55,2442.75
15816,2023-01-06,2608,Home & Garden,713.4,30,5,North America,UPI,4.1,927,499.38,2496.9
15817,2022-12-15,1559,Home & Garden,537.47,30,8,North America,Debit Card,2.2,1755,376.23,3009.83
15818,2023-05-29,7621,Sports,441.51,15,1,Middle East,Wallet,4.5,1432,375.28,375.28
15819,2022-01-02,8126,Books,28.66,15,8,Asia,Debit Card,1.2,712,24.36,194.89
15820,2023-09-18,6565,Home & Garden,269.96,10,4,Middle East,Debit Card,4.9,540,242.96,971.86
15821,2023-09-06,5435,Home & Garden,673.18,0,2,Europe,Credit Card,3.2,1717,673.18,1346.36
15822,2023-02-12,6650,Sports,455.06,5,1,North America,Debit Card,1.4,1213,432.31,432.31
15823,2022-03-21,9803,Beauty,271.48,30,7,Europe,UPI,3.3,1840,190.04,1330.25
15824,2023-10-24,2881,Home & Garden,237.12,5,1,North America,PayPal,1.7,821,225.26,225.26
15825,2022-08-24,5169,Books,27.09,5,8,Europe,Cash,3.6,585,25.74,205.88
15826,2022-05-22,4863,Electronics,826.81,20,7,North America,Credit Card,1.6,1670,661.45,4630.14
15827,2023-05-27,8436,Fashion,879.27,25,2,North America,Debit Card,3.6,1695,659.45,1318.9
15828,2022-07-12,4708,Fashion,372.01,10,3,Europe,Credit Card,3.3,1717,334.81,1004.43
15829,2022-02-15,2709,Sports,704.25,10,1,Middle East,UPI,4.3,440,633.83,633.83
15830,2022-08-05,8860,Home & Garden,74.31,10,4,Asia,UPI,2.2,1136,66.88,267.52
15831,2022-11-06,2692,Sports,889.85,25,5,Asia,Credit Card,1.9,294,667.39,3336.94
15832,2023-03-22,1125,Sports,907.72,30,1,Middle East,Credit Card,4.1,1656,635.4,635.4
15833,2022-04-06,2199,Sports,165.27,30,9,Asia,PayPal,4.2,1065,115.69,1041.2
15834,2022-12-14,7092,Electronics,782.8,30,9,Asia,Wallet,2.2,1936,547.96,4931.64
15835,2023-01-29,3711,Beauty,478.51,5,3,Europe,UPI,2.4,1723,454.58,1363.75
15836,2023-11-01,7228,Electronics,684.21,15,4,North America,Wallet,2.3,368,581.58,2326.31
15837,2022-07-04,6995,Fashion,479.94,30,8,North America,UPI,4.5,1916,335.96,2687.66
15838,2023-03-12,9182,Fashion,87.88,30,5,Europe,Credit Card,2.2,364,61.52,307.58
15839,2022-06-04,6502,Fashion,841.64,30,8,Asia,UPI,3.5,1208,589.15,4713.18
15840,2022-10-19,6760,Beauty,94.88,15,1,Europe,Cash,3.5,327,80.65,80.65
15841,2022-11-15,6582,Beauty,366.55,10,6,North America,Debit Card,2.6,799,329.9,1979.37
15842,2023-02-01,3498,Books,986.1,30,8,Asia,PayPal,3.3,1484,690.27,5522.16
15843,2023-11-23,3565,Beauty,432.42,25,7,Middle East,Debit Card,1.5,1941,324.32,2270.2
15844,2023-05-08,7989,Fashion,822.09,5,8,Asia,Credit Card,2.9,1429,780.99,6247.88
15845,2022-02-05,5790,Beauty,177.23,30,9,Asia,UPI,2.3,650,124.06,1116.55
15846,2022-09-25,6024,Beauty,831.76,10,5,Middle East,Debit Card,4.6,399,748.58,3742.92
15847,2023-03-08,9307,Beauty,466.6,5,6,North America,Debit Card,1.4,1503,443.27,2659.62
15848,2022-07-03,2031,Sports,514.83,15,1,Middle East,Cash,1.5,899,437.61,437.61
15849,2022-06-17,2241,Home & Garden,968.97,20,9,Asia,Credit Card,2.3,1558,775.18,6976.58
15850,2023-02-12,2742,Home & Garden,887.28,15,1,Asia,Credit Card,2.9,199,754.19,754.19
15851,2023-11-30,6709,Beauty,354.29,20,4,Asia,Wallet,3.1,1580,283.43,1133.73
15852,2023-06-14,6999,Sports,949.91,0,9,North America,Credit Card,1.8,600,949.91,8549.19
15853,2022-04-19,5090,Fashion,112.09,25,4,Europe,Credit Card,4.2,1581,84.07,336.27
15854,2023-04-22,9160,Books,35.92,5,1,North America,Cash,4.9,570,34.12,34.12
15855,2022-03-26,7883,Electronics,537.31,25,6,North America,Cash,2.2,1480,402.98,2417.89
15856,2022-12-21,6129,Home & Garden,772.2,30,5,Middle East,Wallet,2.5,1231,540.54,2702.7
15857,2023-12-04,5403,Books,228.73,0,7,North America,Cash,4.3,1675,228.73,1601.11
15858,2022-04-14,7577,Electronics,89.49,5,4,Middle East,Wallet,2.2,1285,85.02,340.06
15859,2023-11-03,5897,Home & Garden,847.05,30,4,North America,Debit Card,1.9,1488,592.93,2371.74
15860,2023-02-19,1163,Fashion,986.45,10,6,Middle East,UPI,2.8,431,887.8,5326.83
15861,2022-01-13,4310,Sports,697.37,25,2,Europe,UPI,2.4,832,523.03,1046.06
15862,2022-06-14,4388,Beauty,975.51,5,2,Middle East,UPI,2.9,982,926.73,1853.47
15863,2022-11-23,1995,Sports,834.35,20,8,Asia,Wallet,3.9,823,667.48,5339.84
15864,2022-05-12,7161,Electronics,259.33,0,6,North America,PayPal,1.8,1104,259.33,1555.98
15865,2023-08-12,2877,Home & Garden,118.68,5,7,Middle East,UPI,3.0,889,112.75,789.22
15866,2023-06-04,9103,Beauty,810.83,10,3,Europe,UPI,2.6,357,729.75,2189.24
15867,2023-01-29,4264,Electronics,663.0,30,4,Middle East,Wallet,2.6,1196,464.1,1856.4
15868,2023-12-04,2348,Electronics,814.76,25,1,Europe,Wallet,1.4,834,611.07,611.07
15869,2023-04-11,3251,Home & Garden,721.18,15,8,Middle East,PayPal,2.6,1293,613.0,4904.02
15870,2022-01-12,8290,Beauty,510.11,5,5,Asia,Credit Card,3.8,1277,484.6,2423.02
15871,2023-05-13,9018,Books,941.42,15,9,Europe,Debit Card,3.2,447,800.21,7201.86
15872,2023-11-01,7590,Books,756.02,0,7,North America,Debit Card,1.3,1479,756.02,5292.14
15873,2023-11-18,8658,Home & Garden,18.44,0,7,Europe,UPI,3.7,337,18.44,129.08
15874,2023-02-16,1432,Home & Garden,707.22,30,3,Asia,Wallet,4.3,1620,495.05,1485.16
15875,2023-03-09,6743,Electronics,548.7,0,1,Middle East,PayPal,3.1,1851,548.7,548.7
15876,2022-02-25,6247,Fashion,146.92,25,4,Europe,Credit Card,4.2,1783,110.19,440.76
15877,2022-11-07,8715,Sports,440.78,15,8,Asia,Credit Card,1.5,1045,374.66,2997.3
15878,2023-03-12,4817,Books,528.93,20,6,Middle East,PayPal,1.7,1649,423.14,2538.86
15879,2022-09-22,2070,Beauty,473.77,25,1,North America,Debit Card,1.2,1837,355.33,355.33
15880,2023-10-12,5600,Electronics,440.03,25,6,Asia,Wallet,4.4,389,330.02,1980.13
15881,2022-04-29,9306,Sports,634.87,30,5,North America,PayPal,3.0,1198,444.41,2222.04
15882,2023-09-11,1994,Home & Garden,662.01,30,6,Middle East,Cash,3.2,493,463.41,2780.44
15883,2023-04-07,5318,Sports,700.55,25,5,Asia,Debit Card,4.0,402,525.41,2627.06
15884,2023-05-30,5731,Electronics,763.82,0,9,North America,Credit Card,2.1,572,763.82,6874.38
15885,2023-01-17,7068,Sports,834.82,10,7,North America,Debit Card,2.7,1102,751.34,5259.37
15886,2023-04-30,8670,Fashion,578.43,25,2,North America,Wallet,3.1,1292,433.82,867.64
15887,2023-12-31,5767,Electronics,82.2,0,9,Asia,PayPal,4.2,1906,82.2,739.8
15888,2022-12-10,1957,Home & Garden,371.11,10,4,North America,Cash,4.3,771,334.0,1336.0
15889,2023-07-02,9287,Sports,13.75,30,1,North America,PayPal,2.9,685,9.62,9.62
15890,2023-01-09,3154,Sports,599.26,20,6,Asia,UPI,4.0,915,479.41,2876.45
15891,2022-04-25,1631,Home & Garden,975.31,30,2,Middle East,Credit Card,3.0,1131,682.72,1365.43
15892,2022-07-03,7045,Books,828.81,10,6,Asia,Wallet,4.5,633,745.93,4475.57
15893,2023-03-11,1697,Sports,491.37,25,9,Europe,Debit Card,2.0,1630,368.53,3316.75
15894,2023-06-29,1031,Sports,711.11,5,3,Asia,Wallet,1.8,1246,675.55,2026.66
15895,2023-01-28,7209,Books,744.46,25,8,Europe,Debit Card,2.1,169,558.34,4466.76
15896,2023-11-22,5874,Electronics,598.89,15,8,Europe,UPI,4.7,1276,509.06,4072.45
15897,2022-03-23,6562,Books,886.73,20,9,North America,PayPal,4.3,1669,709.38,6384.46
15898,2022-06-03,9740,Beauty,328.62,0,5,Europe,Cash,3.9,1014,328.62,1643.1
15899,2022-01-08,3248,Beauty,676.65,5,8,Europe,Wallet,2.5,162,642.82,5142.54
15900,2022-12-12,7192,Fashion,74.0,10,8,Europe,Wallet,1.2,562,66.6,532.8
15901,2023-12-26,7406,Sports,146.87,25,5,Asia,Debit Card,4.5,1839,110.15,550.76
15902,2023-08-28,2156,Home & Garden,939.07,25,1,North America,Cash,3.1,850,704.3,704.3
15903,2022-09-22,9535,Beauty,547.64,5,1,Europe,Cash,2.3,1077,520.26,520.26
15904,2022-07-22,6295,Electronics,756.84,30,7,North America,Credit Card,2.0,1101,529.79,3708.52
15905,2023-06-12,7154,Electronics,870.59,5,8,Asia,PayPal,1.1,114,827.06,6616.48
15906,2023-09-22,3248,Home & Garden,934.79,20,7,Middle East,PayPal,1.3,1886,747.83,5234.82
15907,2023-04-11,4285,Beauty,98.85,5,8,Middle East,UPI,1.7,1246,93.91,751.26
15908,2023-03-22,3003,Books,704.81,20,2,Middle East,UPI,2.0,1605,563.85,1127.7
15909,2022-02-19,4615,Home & Garden,633.55,0,8,Europe,PayPal,3.3,1944,633.55,5068.4
15910,2023-04-21,4672,Fashion,604.13,5,8,North America,PayPal,2.6,894,573.92,4591.39
15911,2022-10-16,8458,Books,153.98,0,6,Asia,PayPal,1.5,1654,153.98,923.88
15912,2022-02-10,3155,Fashion,775.46,20,2,North America,PayPal,2.3,1861,620.37,1240.74
15913,2022-05-05,4479,Home & Garden,322.42,30,4,Europe,PayPal,1.6,1626,225.69,902.78
15914,2023-05-17,1051,Beauty,229.98,15,9,North America,Credit Card,1.5,769,195.48,1759.35
15915,2023-04-17,3159,Books,710.2,0,8,Europe,Debit Card,2.1,797,710.2,5681.6
15916,2023-01-11,5390,Beauty,223.2,20,9,North America,UPI,2.2,1202,178.56,1607.04
15917,2022-02-21,4651,Fashion,503.75,10,2,Asia,Credit Card,3.3,880,453.38,906.75
15918,2023-09-06,8356,Electronics,324.35,5,8,Europe,PayPal,2.8,1922,308.13,2465.06
15919,2023-12-04,3112,Home & Garden,825.24,25,4,Middle East,Cash,2.1,1824,618.93,2475.72
15920,2023-01-14,6765,Books,954.83,15,4,Europe,Debit Card,2.8,735,811.61,3246.42
15921,2022-09-16,2354,Beauty,826.37,10,4,Asia,Debit Card,2.7,430,743.73,2974.93
15922,2023-03-12,6620,Fashion,402.91,5,1,North America,UPI,3.6,1108,382.76,382.76
15923,2022-12-12,4754,Electronics,171.16,0,2,North America,Credit Card,2.0,598,171.16,342.32
15924,2023-11-23,1209,Books,701.39,20,6,Asia,Cash,1.1,1668,561.11,3366.67
15925,2022-10-31,7232,Fashion,904.66,20,1,Middle East,Cash,3.3,153,723.73,723.73
15926,2022-01-25,8846,Books,407.45,10,1,Europe,Debit Card,3.1,876,366.7,366.7
15927,2023-07-10,7171,Books,50.37,15,3,Europe,Cash,3.2,1788,42.81,128.44
15928,2022-10-01,1237,Sports,133.11,30,7,North America,PayPal,3.4,1096,93.18,652.24
15929,2022-07-03,9527,Beauty,388.84,15,5,Asia,Wallet,1.1,101,330.51,1652.57
15930,2022-10-28,9075,Sports,504.28,20,7,Asia,Cash,4.9,1019,403.42,2823.97
15931,2023-01-01,2576,Books,297.66,0,7,Asia,Debit Card,1.8,163,297.66,2083.62
15932,2023-03-04,9691,Fashion,492.62,10,8,North America,UPI,1.0,293,443.36,3546.86
15933,2022-01-18,9982,Beauty,959.21,10,5,Europe,UPI,4.1,934,863.29,4316.45
15934,2023-04-03,4540,Fashion,86.27,25,1,Asia,Cash,2.8,542,64.7,64.7
15935,2022-11-29,8257,Fashion,805.47,20,2,Middle East,PayPal,1.6,1025,644.38,1288.75
15936,2022-11-01,1149,Home & Garden,460.77,20,5,North America,PayPal,4.3,143,368.62,1843.08
15937,2023-10-14,2624,Electronics,657.16,0,7,Europe,Credit Card,3.8,1468,657.16,4600.12
15938,2022-02-06,8661,Books,969.68,25,8,Asia,UPI,4.2,134,727.26,5818.08
15939,2023-09-03,3574,Fashion,464.96,10,4,North America,PayPal,1.2,1245,418.46,1673.86
15940,2022-04-25,5428,Books,105.07,10,4,Europe,Cash,1.6,922,94.56,378.25
15941,2023-01-01,8529,Sports,829.63,15,6,Europe,Credit Card,3.2,853,705.19,4231.11
15942,2022-02-07,5269,Home & Garden,272.07,15,2,Europe,Credit Card,4.9,701,231.26,462.52
15943,2023-06-29,8769,Home & Garden,906.16,0,9,Middle East,PayPal,3.1,1189,906.16,8155.44
15944,2023-02-10,3108,Sports,91.12,30,6,North America,PayPal,2.0,1551,63.78,382.7
15945,2022-09-12,4947,Fashion,235.7,30,9,North America,Credit Card,1.2,1901,164.99,1484.91
15946,2022-06-29,8899,Home & Garden,968.39,10,6,Europe,UPI,2.0,319,871.55,5229.31
15947,2022-03-28,5914,Books,881.46,0,4,Middle East,Wallet,2.1,1543,881.46,3525.84
15948,2023-07-02,7667,Electronics,226.64,20,1,Asia,Credit Card,3.7,1104,181.31,181.31
15949,2022-04-07,3263,Beauty,778.7,5,9,North America,Cash,2.7,107,739.76,6657.88
15950,2022-05-10,4815,Sports,95.43,15,9,Middle East,Credit Card,3.8,855,81.12,730.04
15951,2022-05-29,1577,Sports,166.28,10,3,Asia,PayPal,2.7,1402,149.65,448.96
15952,2023-10-11,1422,Electronics,190.46,15,7,North America,Wallet,2.5,814,161.89,1133.24
15953,2023-05-21,3763,Fashion,52.75,20,9,Asia,Credit Card,2.3,500,42.2,379.8
15954,2023-03-18,2229,Sports,489.74,5,9,Asia,PayPal,3.1,778,465.25,4187.28
15955,2022-10-09,4176,Sports,396.74,30,9,Asia,Cash,4.5,1603,277.72,2499.46
15956,2022-12-20,9945,Beauty,593.7,20,3,Asia,Cash,3.5,174,474.96,1424.88
15957,2023-04-15,1687,Electronics,691.83,15,7,Middle East,Cash,3.6,1559,588.06,4116.39
15958,2023-12-07,1722,Electronics,599.39,25,6,Middle East,UPI,3.5,1282,449.54,2697.26
15959,2023-09-25,1746,Books,285.69,10,7,Europe,Wallet,4.7,1714,257.12,1799.85
15960,2022-09-07,5337,Electronics,91.81,25,7,Europe,Cash,3.3,1616,68.86,482.0
15961,2023-06-21,3712,Home & Garden,734.7,20,5,Asia,Cash,2.1,1732,587.76,2938.8
15962,2023-08-06,1707,Beauty,316.03,10,2,North America,Credit Card,4.0,1208,284.43,568.85
15963,2023-04-15,9626,Home & Garden,254.59,20,7,North America,Debit Card,1.5,913,203.67,1425.7
15964,2022-02-11,1483,Electronics,693.6,10,7,Middle East,PayPal,4.0,934,624.24,4369.68
15965,2022-03-20,2533,Books,447.46,0,8,Middle East,Credit Card,2.1,1242,447.46,3579.68
15966,2022-12-01,1169,Beauty,212.48,30,6,Asia,Debit Card,3.5,1557,148.74,892.42
15967,2023-01-17,2020,Sports,768.88,30,5,Asia,Debit Card,3.5,396,538.22,2691.08
15968,2022-02-09,8093,Fashion,808.32,10,8,Middle East,PayPal,4.0,102,727.49,5819.9
15969,2022-05-31,7466,Sports,985.43,5,8,Middle East,Credit Card,2.4,1436,936.16,7489.27
15970,2023-09-16,1847,Books,473.31,30,4,North America,PayPal,4.2,1299,331.32,1325.27
15971,2023-10-16,9887,Beauty,46.31,30,6,North America,UPI,4.2,1560,32.42,194.5
15972,2022-04-14,4346,Sports,522.08,30,6,North America,Cash,2.6,669,365.46,2192.74
15973,2023-01-27,5013,Books,33.02,15,9,Asia,Credit Card,3.0,1306,28.07,252.6
15974,2023-06-09,9078,Home & Garden,948.11,0,6,Europe,Cash,4.0,1293,948.11,5688.66
15975,2022-03-22,1031,Sports,183.06,25,7,North America,UPI,2.4,507,137.3,961.06
15976,2022-12-12,9368,Fashion,926.14,20,2,Middle East,Cash,4.6,1284,740.91,1481.82
15977,2023-10-15,8877,Home & Garden,950.52,20,1,Middle East,PayPal,3.6,1278,760.42,760.42
15978,2022-11-06,7170,Sports,777.7,25,7,North America,PayPal,2.4,567,583.28,4082.93
15979,2023-03-09,8830,Sports,96.43,15,2,Middle East,UPI,1.4,511,81.97,163.93
15980,2023-02-15,3315,Sports,562.78,25,7,Middle East,PayPal,3.6,356,422.08,2954.6
15981,2022-01-23,1065,Books,360.72,15,7,Asia,UPI,3.8,205,306.61,2146.28
15982,2022-07-08,2928,Beauty,822.01,0,4,Asia,Cash,1.6,273,822.01,3288.04
15983,2022-09-21,6011,Electronics,309.19,0,6,Middle East,Credit Card,3.8,907,309.19,1855.14
15984,2023-10-31,8533,Books,456.74,5,2,Asia,PayPal,1.0,855,433.9,867.81
15985,2022-03-23,7225,Home & Garden,577.95,0,8,Asia,Wallet,2.8,812,577.95,4623.6
15986,2023-03-20,6447,Electronics,44.97,20,5,Middle East,Debit Card,3.0,689,35.98,179.88
15987,2022-04-30,1584,Home & Garden,612.79,30,8,North America,Wallet,4.2,1924,428.95,3431.62
15988,2022-07-16,7470,Electronics,350.82,25,8,Middle East,PayPal,4.8,1478,263.12,2104.92
15989,2023-08-08,7685,Sports,533.89,25,4,Middle East,Cash,3.6,1741,400.42,1601.67
15990,2022-09-25,6244,Home & Garden,133.58,5,3,Middle East,Debit Card,4.0,1196,126.9,380.7
15991,2022-11-07,9154,Fashion,342.46,15,9,Europe,Wallet,4.8,1308,291.09,2619.82
15992,2023-09-23,8951,Electronics,585.98,10,5,Asia,Cash,1.4,373,527.38,2636.91
15993,2023-06-11,2748,Home & Garden,575.86,30,9,North America,PayPal,3.0,1795,403.1,3627.92
15994,2023-07-07,8670,Home & Garden,166.38,0,3,Middle East,Credit Card,5.0,349,166.38,499.14
15995,2022-09-07,3204,Electronics,420.55,10,7,Middle East,PayPal,1.6,223,378.5,2649.46
15996,2023-12-12,2892,Sports,524.31,25,6,Asia,PayPal,1.3,786,393.23,2359.39
15997,2022-02-20,8018,Fashion,90.41,30,2,Asia,Cash,2.0,318,63.29,126.57
15998,2023-01-19,4093,Sports,603.38,5,1,North America,Credit Card,2.3,1382,573.21,573.21
15999,2023-08-11,1973,Electronics,239.4,15,9,Europe,Cash,1.8,1461,203.49,1831.41
16000,2023-04-30,5024,Home & Garden,921.01,15,4,North America,Cash,3.9,1715,782.86,3131.43
16001,2022-08-09,7615,Books,275.86,0,2,North America,Wallet,3.1,1516,275.86,551.72
16002,2023-03-24,5329,Home & Garden,789.49,20,7,North America,Wallet,2.2,1806,631.59,4421.14
16003,2022-10-09,7715,Electronics,586.34,25,4,Asia,Credit Card,4.4,1908,439.76,1759.02
16004,2023-12-07,2477,Books,688.49,0,7,Middle East,Wallet,1.5,1951,688.49,4819.43
16005,2022-07-10,6689,Beauty,902.74,30,9,Asia,PayPal,2.7,1453,631.92,5687.26
16006,2022-10-11,9962,Fashion,849.34,30,4,Middle East,UPI,4.0,1016,594.54,2378.15
16007,2023-05-29,8329,Home & Garden,136.47,0,3,North America,PayPal,1.1,1184,136.47,409.41
16008,2023-11-19,7444,Beauty,934.41,10,8,Middle East,UPI,4.3,573,840.97,6727.75
16009,2022-02-16,9497,Sports,147.29,10,8,Europe,Cash,3.7,1707,132.56,1060.49
16010,2023-09-12,1001,Electronics,323.23,25,9,Europe,UPI,3.1,1379,242.42,2181.8
16011,2023-02-13,9462,Beauty,527.9,15,3,North America,Debit Card,1.3,117,448.72,1346.14
16012,2022-07-05,7843,Fashion,934.02,15,4,Middle East,Wallet,4.3,272,793.92,3175.67
16013,2023-11-26,6972,Books,630.91,20,2,Europe,UPI,3.9,1485,504.73,1009.46
16014,2022-10-19,8903,Books,876.2,5,5,Asia,Cash,5.0,475,832.39,4161.95
16015,2022-10-07,6105,Sports,942.3,10,6,Asia,PayPal,5.0,1593,848.07,5088.42
16016,2022-01-06,8702,Sports,751.0,5,8,Europe,UPI,1.7,171,713.45,5707.6
16017,2023-02-21,3914,Electronics,487.09,0,9,Middle East,Debit Card,1.0,817,487.09,4383.81
16018,2022-08-01,6156,Beauty,394.13,25,8,Asia,UPI,1.4,1009,295.6,2364.78
16019,2022-01-20,9298,Electronics,282.42,25,3,Middle East,PayPal,1.3,1093,211.82,635.44
16020,2023-03-01,4168,Books,511.53,25,3,Middle East,Wallet,1.2,1678,383.65,1150.94
16021,2023-11-04,3599,Books,57.56,0,6,Europe,Wallet,3.7,548,57.56,345.36
16022,2022-05-13,6716,Home & Garden,235.87,15,6,Asia,PayPal,1.8,1895,200.49,1202.94
16023,2022-10-09,3235,Beauty,364.75,30,4,Europe,UPI,2.4,1401,255.32,1021.3
16024,2022-10-01,3799,Electronics,854.85,15,3,Middle East,Credit Card,2.2,645,726.62,2179.87
16025,2023-04-19,8013,Sports,382.34,20,2,North America,PayPal,1.5,245,305.87,611.74
16026,2023-09-06,6473,Beauty,247.13,30,4,Middle East,PayPal,3.4,1240,172.99,691.96
16027,2023-10-13,1018,Home & Garden,784.87,5,8,Middle East,Cash,4.4,784,745.63,5965.01
16028,2022-11-22,1858,Sports,943.73,10,8,North America,PayPal,3.0,521,849.36,6794.86
16029,2022-04-10,6380,Beauty,777.04,25,7,Middle East,Credit Card,1.4,566,582.78,4079.46
16030,2022-08-15,4032,Sports,134.51,20,3,Europe,UPI,5.0,1929,107.61,322.82
16031,2022-08-19,5505,Fashion,327.13,30,6,Middle East,Credit Card,3.3,277,228.99,1373.95
16032,2022-01-19,6789,Books,606.86,0,2,North America,Credit Card,1.7,139,606.86,1213.72
16033,2023-12-28,3531,Home & Garden,204.06,25,7,Asia,UPI,3.1,641,153.05,1071.32
16034,2022-11-29,8471,Beauty,640.21,30,7,Asia,Debit Card,2.7,287,448.15,3137.03
16035,2022-08-15,5719,Home & Garden,243.67,15,3,Europe,PayPal,4.7,1955,207.12,621.36
16036,2022-03-07,5863,Fashion,547.28,25,9,Asia,Cash,2.9,1119,410.46,3694.14
16037,2023-09-19,5038,Beauty,709.69,0,9,Asia,Credit Card,1.6,764,709.69,6387.21
16038,2022-10-22,3452,Books,788.94,0,2,Asia,UPI,2.8,936,788.94,1577.88
16039,2023-12-31,3846,Home & Garden,802.55,0,9,North America,Cash,1.7,1621,802.55,7222.95
16040,2023-09-16,9064,Books,777.01,20,6,Asia,UPI,3.7,233,621.61,3729.65
16041,2023-04-17,7622,Sports,145.73,25,8,Asia,Wallet,4.9,1692,109.3,874.38
16042,2023-08-26,9896,Home & Garden,989.43,30,3,Asia,Cash,4.9,1773,692.6,2077.8
16043,2023-03-07,4462,Books,774.43,20,4,North America,Cash,3.0,151,619.54,2478.18
16044,2023-10-13,2159,Home & Garden,113.09,10,5,Europe,Credit Card,4.4,466,101.78,508.9
16045,2023-09-02,5626,Home & Garden,700.59,25,3,Europe,PayPal,2.3,737,525.44,1576.33
16046,2022-12-03,8056,Books,475.3,15,4,North America,Cash,1.4,926,404.0,1616.02
16047,2023-07-09,4722,Books,433.69,15,7,Middle East,Cash,3.6,116,368.64,2580.46
16048,2023-02-03,4560,Electronics,679.85,10,1,Middle East,UPI,2.7,179,611.86,611.86
16049,2023-05-03,7117,Electronics,176.22,30,8,Europe,UPI,2.6,804,123.35,986.83
16050,2023-07-26,7589,Books,999.43,30,2,North America,UPI,3.9,577,699.6,1399.2
16051,2022-01-13,7849,Home & Garden,549.04,5,2,Middle East,Credit Card,3.3,964,521.59,1043.18
16052,2022-12-18,3243,Home & Garden,598.69,5,6,North America,Cash,2.1,1490,568.76,3412.53
16053,2022-12-15,9177,Electronics,430.94,15,3,North America,Credit Card,4.7,914,366.3,1098.9
16054,2022-11-24,2760,Beauty,609.86,20,1,Europe,UPI,1.3,392,487.89,487.89
16055,2022-12-21,6442,Home & Garden,667.37,25,2,North America,PayPal,4.8,1924,500.53,1001.06
16056,2023-04-01,8679,Fashion,352.04,20,9,North America,PayPal,1.5,660,281.63,2534.69
16057,2022-06-05,3675,Fashion,467.46,20,2,Middle East,Cash,1.2,666,373.97,747.94
16058,2023-04-19,8124,Electronics,263.04,30,6,North America,PayPal,1.4,1355,184.13,1104.77
16059,2023-05-26,6781,Fashion,774.23,5,9,Middle East,Debit Card,4.3,1718,735.52,6619.67
16060,2022-08-04,4236,Electronics,740.0,15,4,Asia,Wallet,1.6,487,629.0,2516.0
16061,2023-06-30,6898,Sports,812.82,10,4,Europe,Credit Card,4.1,1330,731.54,2926.15
16062,2023-12-16,9235,Home & Garden,705.8,25,6,North America,PayPal,4.1,763,529.35,3176.1
16063,2022-06-24,9680,Books,29.9,5,4,Middle East,Debit Card,4.6,1012,28.4,113.62
16064,2023-11-21,5276,Fashion,199.24,5,6,North America,UPI,4.8,147,189.28,1135.67
16065,2023-02-04,5723,Books,394.73,0,4,Asia,Wallet,4.9,1309,394.73,1578.92
16066,2022-09-19,6644,Fashion,241.84,30,7,Asia,PayPal,1.2,399,169.29,1185.02
16067,2023-02-17,2115,Beauty,536.38,15,3,Europe,UPI,3.8,1142,455.92,1367.77
16068,2022-02-03,2781,Beauty,899.14,25,7,Asia,PayPal,4.3,588,674.36,4720.49
16069,2023-11-08,9842,Electronics,740.67,0,8,Asia,PayPal,3.2,1551,740.67,5925.36
